X,Y,Z,trialNumber,phaseNumber
-0.2293621,0.9344087,0.5854,1,3
-0.2293694,0.9343184,0.5854,1,3
-0.2293769,0.9342247,0.5854,1,3
-0.2293839,0.9341371,0.5854,1,3
-0.2293923,0.9340305,0.5854,1,3
-0.2294073,0.9338388,0.5854,1,3
-0.2294073,0.9338388,0.5854,1,3
-0.229416,0.9337271,0.5854,1,3
-0.2294245,0.9336178,0.5854,1,3
-0.2294521,0.9332542,0.5854,1,3
-0.2294628,0.9331119,0.5854,1,3
-0.2294865,0.9327906,0.5854,1,3
-0.2294929,0.9327024,0.5854,1,3
-0.2294975,0.9326391,0.5854,1,3
-0.2295004,0.9325989,0.5854,1,3
-0.2295037,0.9325524,0.5854,1,3
-0.2295066,0.9325122,0.5854,1,3
-0.229508,0.9324936,0.5854,1,3
-0.2295135,0.9324164,0.5854,1,3
-0.2295166,0.9323725,0.5854,1,3
-0.2295226,0.9322875,0.5854,1,3
-0.2295275,0.9322177,0.5854,1,3
-0.2295271,0.9322234,0.5854,1,3
-0.2295277,0.9322155,0.5854,1,3
-0.2295336,0.9321306,0.5854,1,3
-0.229537,0.9320821,0.5854,1,3
-0.2295407,0.9320288,0.5854,1,3
-0.2295485,0.9319164,0.5854,1,3
-0.229555,0.9318215,0.5854,1,3
-0.2295615,0.9317263,0.5854,1,3
-0.2295667,0.9316494,0.5854,1,3
-0.2295722,0.9315681,0.5854,1,3
-0.2295777,0.9314862,0.5854,1,3
-0.2295805,0.9314442,0.5854,1,3
-0.2295854,0.9313701,0.5854,1,3
-0.229591,0.9312859,0.5854,1,3
-0.2295962,0.9312053,0.5854,1,3
-0.2296035,0.9310947,0.5854,1,3
-0.2296111,0.9309762,0.5854,1,3
-0.2296181,0.9308676,0.5854,1,3
-0.229624,0.9307745,0.5854,1,3
-0.2296301,0.9306781,0.5854,1,3
-0.2296317,0.9306535,0.5854,1,3
-0.2296376,0.930559,0.5854,1,3
-0.2296423,0.9304826,0.5854,1,3
-0.2296496,0.9303654,0.5854,1,3
-0.2296534,0.9303026,0.5854,1,3
-0.2296556,0.9302671,0.5854,1,3
-0.2296579,0.9302287,0.5854,1,3
-0.2296602,0.9301912,0.5854,1,3
-0.2296693,0.9300402,0.5854,1,3
-0.229669,0.9300455,0.5854,1,3
-0.2296727,0.9299837,0.5854,1,3
-0.2296777,0.9298987,0.5854,1,3
-0.2296819,0.9298282,0.5854,1,3
-0.2296861,0.9297563,0.5854,1,3
-0.2296882,0.9297217,0.5854,1,3
-0.2296887,0.9297128,0.5854,1,3
-0.2296887,0.9297128,0.5854,1,3
-0.2296927,0.9296439,0.5854,1,3
-0.2296956,0.9295942,0.5854,1,3
-0.2297003,0.9295126,0.5854,1,3
-0.2297051,0.9294292,0.5854,1,3
-0.2297099,0.9293445,0.5854,1,3
-0.2297121,0.9293058,0.5854,1,3
-0.2297178,0.9292039,0.5854,1,3
-0.2297246,0.9290817,0.5854,1,3
-0.2297331,0.9289269,0.5854,1,3
-0.2297412,0.9287775,0.5854,1,3
-0.2297464,0.9286809,0.5854,1,3
-0.2297561,0.9284978,0.5854,1,3
-0.2297655,0.9283176,0.5854,1,3
-0.2297752,0.9281294,0.5854,1,3
-0.2297852,0.9279304,0.5854,1,3
-0.2297948,0.9277374,0.5854,1,3
-0.2298038,0.9275525,0.5854,1,3
-0.2298137,0.9273456,0.5854,1,3
-0.2298241,0.9271228,0.5854,1,3
-0.2298342,0.9269005,0.5854,1,3
-0.2298432,0.9266974,0.5854,1,3
-0.2298498,0.9265465,0.5854,1,3
-0.2298582,0.9263507,0.5854,1,3
-0.2298673,0.9261353,0.5854,1,3
-0.2298755,0.9259344,0.5854,1,3
-0.2298848,0.9257026,0.5854,1,3
-0.2298938,0.9254698,0.5854,1,3
-0.2299014,0.9252706,0.5854,1,3
-0.2299089,0.9250671,0.5854,1,3
-0.2299175,0.9248266,0.5854,1,3
-0.2299255,0.9245964,0.5854,1,3
-0.2299327,0.9243819,0.5854,1,3
-0.229939,0.9241908,0.5854,1,3
-0.2299463,0.9239591,0.5854,1,3
-0.229953,0.9237427,0.5854,1,3
-0.2299588,0.9235443,0.5854,1,3
-0.2299659,0.9232983,0.5854,1,3
-0.2299735,0.9230224,0.5854,1,3
-0.2299799,0.9227766,0.5854,1,3
-0.229984,0.9226142,0.5854,1,3
-0.2299904,0.9223499,0.5854,1,3
-0.2299966,0.922078,0.5854,1,3
-0.2300032,0.9217733,0.5854,1,3
-0.2300116,0.9213485,0.5854,1,3
-0.2300116,0.9213485,0.5854,1,3
-0.230019,0.9209349,0.5854,1,3
-0.2300237,0.9206503,0.5854,1,3
-0.2300287,0.9203061,0.5854,1,3
-0.2300336,0.9199348,0.5854,1,3
-0.2300375,0.9195929,0.5854,1,3
-0.2300412,0.9192034,0.5854,1,3
-0.2300439,0.9188628,0.5854,1,3
-0.2300462,0.9185021,0.5854,1,3
-0.2300478,0.9181595,0.5854,1,3
-0.230049,0.91773,0.5854,1,3
-0.2300493,0.9173799,0.5854,1,3
-0.2300491,0.9170697,0.5854,1,3
-0.2300485,0.9167736,0.5854,1,3
-0.2300477,0.9165084,0.5854,1,3
-0.2300463,0.9162101,0.5854,1,3
